Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio","Return on Equity","5Y Avg Net Profit Margin","Return on Investment","5Y Avg Return on Equity","Return on Assets","5Y Avg Return on Assets","Net Profit Margin","ROCE","1Y Forward Revenue Growth","1Y Forward EBITDA Growth","1Y Forward EPS Growth","PB Premium vs Sector","PB Ratio","PS Premium vs Sector","PS Ratio","EV/EBITDA Ratio","Forward PE Ratio","Price / Free Cash Flow","Enterprise Value","Price / CFO","Price / Sales","Sector PE","Current Ratio","Long Term Debt to Equity","Debt to Equity","Inventory Turnover Ratio","Asset Turnover Ratio","Investing Cash Flow","Total Current Assets","Total Debt","Total Equity","Free Cash Flow","Book Value","EBITDA","Payout Ratio","Earnings Per Share","PBIT","Total Revenue","EPS (Q)","EBITDA (Q)"
Coal India Ltd,COALINDIA,"Mining - Coal","243581.837124675","395.25","6.51248458649657","51.5198953796922","18.375338798057072","42.41905520596934","49.51160654260464","16.337678795172593","12.471603945936064","24.81576253804327","28.429759242825952","-5.941412244926673","-7.37","-8.059041131813132","-11.984094974945135","2.9142893033620316","-21.90430346230345","1.616122710311658","3.858093811754221","7.083333333333334","190.03700936577462","217470.717124675","13.455255570851126","1.616122710311658","29.1167129459607","1.6884705616234732","0.0690758405827099","0.07804357163452853","0.29409253644204575","0.6583589269169733","-4485.8","104502.82","6523.03","83581.9","1281.7599999999984","83581.9","56367.40000000003","0.4201602959030045","60.691122527881035","49631.98000000003","150719.89","13.8","14531.43"
Asian Paints Ltd,ASIANPAINT,"Paints","231597.38212673998","2415.7","42.415316227840194","30.44491472855684","12.888277283029131","25.871698223495606","26.46625870818739","19.61285989069704","16.87355047065239","15.035457126107206","35.29442551125454","-5.852814582347204","1.056","-21.948479884671556","260.1062243845533","11.92345539705864","208.17124677312458","6.377336686339705","27.418673239011927","54.36994157206262","64.19850260753647","230479.72212673997","37.94439054439019","6.377336686339705","29.1167129459607","2.0629505373510755","0.05918909290103627","0.1273898663898911","2.891712165352871","1.3044405451858023","-2548.48","17537.06","2474.38","19423.68","3607.5200000000004","19423.68","8405.940000000002","0.5849806035093758","56.9249643496364","7552.940000000002","36315.69","11.58","1829.5600000000004"
Tata Motors Ltd,TATAMOTORS,"Four Wheelers","229053.51872723998","622.2","7.294909461619423","43.102956454319454","-1.2397869152115568","20.655613598225933","-3.091636326859434","8.917725407438263","-0.33791299353056575","7.062487529231172","19.367111203310667","0.3963384934247253","13.780999999999999","-37.66939457458803","-60.63280823067213","2.460456001022192","-76.32562262824158","0.5152020709955766","4.361718095524372","10.527918781725889","6.27514144472714","284431.99872723996","3.372632033861559","0.5152020709955766","36.517693012135595","0.9660242948559182","0.7499742464412019","1.1521964965922054","6.245874352635897","1.2626890129757233","-22781.56","167718.24","107262.50000000001","93093.93000000001","36501.729999999996","93093.93000000005","65211.00000000003","0.06349467445712595","94.49611406467533","37940.870000000024","444589.67000000004","14.81","14807"
Nestle India Ltd,NESTLEIND,"FMCG - Foods","228302.7739164","2367.9","58.050359006824586",,,"110.66120008031649",,,,"15.529936720732104","82.75267664485553","-20.13978696308874",,"-20.96359900634656","625.680160670275","68.33591465639395","66.49019351458539","9.015184019917669","38.14854874741718","73.19948102838485","99.60332526935764","227828.47391640002","54.686049817212364","9.015184019917669","49.68463098538352","0.8833817399591009","0.08422905273744422","0.10312521513728377",,"4.813096190651768","-1237.42","3494.7200000000003","344.53","3340.89","2292.12","3340.89","5972.139999999999","0.7894005490180125","40.790445408298375","5434.36","25324.25","7.14","1081.5500000000002"
Bajaj Auto Limited,BAJAJ-AUTO,"Two Wheelers","223280.4204764","7995.5","28.96645933136488","26.432494221501035","16.52176965894685","25.162142063136294","22.310302696309712","20.69877956727793","18.17876059402987","16.550507535957795","33.387036955011254","9.33129271156206","19.102","10.666386943712192","23.348714211632473","7.709315052968639","120.29654977662253","4.794096034537695","20.90795089581918","26.344316309719932","38.263612017232994","218805.2604764","34.04619900648962","4.794096034537695","36.517693012135595","1.2977748885464344","0.026212243313921975","0.06600760571803048","19.75064415951788","1.2506431915944305","-71.97","11798.37","1911.74","28962.42","5835.32","28962.420000000002","10465.17","0.2917071155023715","274.24768114492434","10100.4","46574.04","78.7","3098.3600000000006"
Bharat Electronics Ltd,BEL,"Electronic Equipments","214688.20420773","293.7","53.880568853395125","26.366796729858663","15.93548085667634","24.359141580676436","21.683258751192714","10.62333707083447","8.53252284262384","19.029743466304467","30.1710596713935","12.238613522154045","13.651","23.83174659871199","71.44562138511327","13.13528398476358","167.921427897869","10.253334030986638","35.60484354680353","43.51111111111111","53.57882389834938","203712.04420773004","46.075472682145474","10.253334030986638","27.458074989494207","1.5463572401270997","0.003686280124250584","0.003824553868330357","1.6108377680143253","0.5582490951412441","-5923.85","34066.25","62.51","16344.39","4006.96","16344.39","5721.470000000001","0.40359976669209835","5.450944677275681","5278.270000000001","20938.38","1.79","1855.87"
Adani Power Ltd,ADANIPOWER,"Power Generation","209123.22938102","542.2","10.0401045562906","56.77420638582015","14.26329771985541","31.14287070095532","22.451239222675376","23.42547589206424","8.15792256185213","34.552552458897814","31.723307307895666","-7.425962335364023",,"-39.91121489272777","53.26269601862437","4.826345396418423","24.11533967696367","3.4691123937404993","8.394209632375025","16.70878274268105","18.078203046501898","235969.03938102","14.758010986547074","3.4691123937404993","22.73527808755144","1.6205658868036381","0.6128300059636018","0.7946330815573309","7.884566250536904","0.6779665820616336","3480.9","25586.579999999994","34431.07","43329.52","11567.7","43329.520000000004","28110.929999999993","0","54.00342167356076","24179.59999999999","60281.479999999996","7.67","6185.18"
Interglobe Aviation Ltd,INDIGO,"Airlines","203112.1907064","5256","24.853249903505183",,"-9.97056346035318","23.23818497666418",,"11.559812083001342","-3.440110887644078","11.473153041449839","23.834800905919725","12.892447631064835","3.492","-17.824006132166335","1574.043199034868","101.7376971425999","-19.928700142032998","2.851451397203134","11.887800002055336","30.085861476817403","10.097583770184634","222100.48070639998","9.572825492181483","2.851451397203134","41.78192531806184","1.1641255107421444","18.965583566666496","25.68585925877691","39.8750524315922","1.0075532019174176","-11811.74","35853.11","51280.02","1996.4300000000003","20114.93","1996.429999999993","18683.06","0","211.85189470296748","12257.330000000002","71231.16","63.38","6060.700000000001"
Eternal Ltd,ETERNAL,"Restaurants & Cafes","201626.737555497","222.23","574.4351497307607","1.7612082591133746","-31.560317883361016","1.9995272985109902","-35.33562052730967","1.5615615615615615","-20.34274044748387","2.7081243731193583","1.7063883796361585","56.216980726795775",,"45.67718334188032","58.09170137054892","9.880757500514408","614.8428511150659","15.55641829762341","225.37428296456355","370.3833333333333","467.8114560452367","200357.737555497","312.1156928103669","15.55641829762341","36.517693012135595","2.6202592414786365","0.02881505439576595","0.03670489071841615","34.36257309941521","0.5766210655099544","-348","5458","749","20406","431","20406","889","0","0.41186957781295025","363","12961","0.07","414"
Indian Oil Corporation Ltd,IOC,"Oil & Gas - Refining & Marketing","187628.894394921","132.87","4.496292553213815","25.185604132473525","3.2629120585910436","15.465019635554091","14.463966376984487","9.025775181799723","4.784832819055092","5.338047991697707","24.501539306956197","-3.2415649164864315","-36.732","-73.04767210223704","-32.80650542140821","0.9971615797906742","-67.45646612375202","0.24001425433768359","3.8436024049861333","19.83134328358209","2.838871271490184","311464.51439492096","2.6389945121997567","0.24001425433768359","11.390851106271253","0.7271855710910899","0.28233444219474","0.7048546956473586","5.3205785820193885","1.690838148296448","-31463.75","157585.52","132627.56","188162.97999999998","66092.78","188162.97999999995","81034.53","0.3960219210830466","30.301352933146283","65168.42","781740.63","1.54","9508.420000000013"
Varun Beverages Ltd,VBL,"Soft Drinks","186205.52500152","550.6","71.76545686550735","21.781458426900265","9.82320237549793","15.728903719687679","22.865844486655945","13.544984593378745","10.92483749857961","12.89011034869233","21.05367573054392","18.77761716972394","23.439","25.19957504432214","18.125235545673966","11.123627808096229","70.8386580023202","9.250646582207093","38.39162694804805","55.89847715736041",,"186711.53500152","55.07246901940788","9.250646582207093","49.68463098538352","1.738112867256207","0.07155291272691645","0.1688357694669658","3.8889666839344685","1.0508043939866543","-4310.56","7863.970000000001","2826.25","16739.640000000003","-397.9100000000003","16739.640000000003","4863.34","0.1277546684125736","7.827502606562909","3915.9500000000003","20128.920000000002","0.56","623.9199999999996"
Grasim Industries Ltd,GRASIM,"Cement","184443.249999405","2718.6","32.79288433251816","4.29557733460117","5.7797622167820935","5.397419272164497","5.254392726720857","1.5019882920812557","1.9795746829959708","4.250310924266872","7.187493010668515","-76.37190940371912","-90.498","-92.407927751463","-59.91017024351906","1.3274119262837683","-32.647598094350336","1.393799545167219","12.335179866276357","420.0452399199031",,"345120.569999405",,"1.393799545167219","29.1167129459607","0.9343557982206325","0.6317244564788708","0.9870052807667129","3.868957692156673","0.35338315686641936","-23113.76","86365.16","137143.91","138949.52000000002","-30204.36","138949.52000000002","27978.559999999998","0.11730353156499526","85.2489253016157","22977.239999999998","132331.26","13.47","7175.550000000003"
Hindustan Zinc Ltd,HINDZINC,"Mining - Diversified","183336.59141","433.9","23.62889436911973","55.17118782664344",,"36.434335409959445",,"22.37248060897898",,"25.858161700993136","48.85052485468899","12.944077851096447","22.144","36.49036019461269","264.39880575430743","12.065586798947022","195.25265890002703","6.109997714123842","12.356387739986422","17.32135728542914","19.23581905466373","182009.59141","13.73719402142964","6.109997714123842","29.1167129459607","1.1645604649017618","0.2911484040802896","0.5740046067785456","1.5010559662090812","0.8651999653989216","-3406","12625","8722","15195","9531","15195","14730","0.7083332065987884","18.35294446016762","11262","30006","6.34","4717"
Trent Ltd,TRENT,"Retail - Apparel","173371.2347297","4877","116.60696444020735","43.952015797657474","3.3429188311474833","31.669962668087493","13.167792183260058","19.507612534834987","5.430016425831206","11.125394903629278","40.71843395702701","30.200343908494613","39.617999999999995","9.984014030132023","576.1417568198841","42.25897170560548","496.12988073275426","12.972985279107634","58.83962181703613","106.02173913043478","283.27244535349575","174141.7447297","128.520241018918","12.972985279107634","36.517693012135595","2.0174573621283582","0.3275394324073329","0.4272886152406163","4.995268165590426","1.7534310200954122","-508.21","3109.8500000000004","1752.99","4102.59","612.03","4102.59","2959.5999999999976","0.07651061845574401","41.82426001236644","2288.4899999999975","13364.019999999999","13.99","927.2399999999998"
Tata Steel Ltd,TATASTEEL,"Iron & Steel","170287.853750781","136.41","-38.37524648238198","-4.491155340663164","4.762094861198428","1.7102372472117362","11.30350005011201","-1.5999186599368813","4.085603575591156","-1.9203532718826393","3.7215899882124392","-3.7853000865739443","-35.083","183.44913062824514","-44.36009991575578","1.842289363604076","-64.38892555702202","0.7369403014174498","15.29044842638633","45.47","81.3190837702565","248358.013750781","8.388287369371604","0.7369403014174498","29.1167129459607","0.716474458017135","0.6070947372110791","0.9421133680555179","2.0773446011521943","0.8331376749072756","-14252.74","70503.57999999999","87082.12","92432.74","2094.0699999999997","92432.73999999999","16242.690000000002",,"-3.5950044984466083","6360.5300000000025","231074.15","0.26","6045.309999999998"
Indian Railway Finance Corp Ltd,IRFC,"Specialized Finance","167629.726462","128.27","26.142677911327144","13.663317094749608","26.35814549309015","1.3902585439754636","13.754750554422543","1.3147097328278659","1.3527342682873438","24.055106708003336","1.8942849381672229","-75.11697213977233",,"1.9048799849035074","38.81398063496158","3.4085929392009557","203.54794289727255","6.288649067899363","90.19642866005869","25.654000000000003","21.203466134481523","579200.8764620001","21.181148388572293","6.288649067899363","17.62347512832906","3.274954758260357","5.883031979173044","8.378416045850868",,"0.05465408026606054","-7.54","480058.49","412038.52","49178.56999999999","7905.77","49178.570000000014","6421.550000000003","0.30571463995471054","4.906536370722104","6412.110000000003","26655.920000000002","1.25","1632"
DLF Ltd,DLF,"Real Estate","164063.65987368","662.8","60.160485451094544","7.072033815892695","21.566808462343392","6.966039217475836","3.6322629091038428","4.885473263539495","2.545026722419675","39.19181873837727","5.57947918569992","6.753909696852985","25.824","37.19458925668286","14.020024664450776","4.160714205523944","122.04640009784723","23.577988410120806","61.82179630186743","43.85047965597089","67.70285845840985","164133.15987367998","64.62226786316424","23.577988410120806","53.72745796515077","2.2649277301983997","0.06763583835405149","0.12258845124507976","0.001159066586104628","0.12465543628256169","-1528.93","32018.4","4833.86","39431.61","2423.29","39431.61","2654.940000000001","0.45383588903963895","11.017198332596587","2506.990000000001","6958.34","4.28","306.3600000000001"
SBI Life Insurance Company Ltd,SBILIFE,"Insurance","156593.62806958","1562.6","82.68883130981209","13.562753616337767","2.052935146001344","12.70256818901333","14.768863171463703","0.5312878082679814","0.6745072711649936","1.4167983262093033","0.5289893161867568","-4.161927845832422",,"22.122858568888613","327.75634178518936","10.503605181827085","-43.451013849841175","1.171533977959452","70.49537284858586","67.64502164502164","5.401063496450709","151847.73806958","5.3771849761512485","1.171533977959452","17.62347512832906","2.132553274037224","0","0",,"0.3749918378923144","-31221.33","11762.78","0","14908.56","28993.11","14908.56","2154.0099999999657","0.1427410035220776","18.915377735749168","2077.7799999999656","133665.46","5.5","593.5300000000025"
Vedanta Ltd,VEDL,"Metals - Diversified","154600.09499404","395.8","36.470888179768814","9.265978840605055","5.695476037483677","10.559815064534773","11.076602399172081","2.245393606004667","4.116191265337519","2.8246065274464596","27.250883908749557","1.4094500866239315","22.737","204.63983014861998","10.988009939965647","3.674917278614657","-50.21975062915452","1.0301590881434493","5.880103943035683","11.40167424281706","8.179033699822241","238444.09499404","4.336122033826219","1.0301590881434493","29.1167129459607","0.6600983969184221","1.2163112981054933","2.084813045235209","5.087923464105951","0.794940316177269","-13676","51924","87706","42069","18902","42069","40551","2.588818117480538","11.39516129032258","29828","150074","9.09","11784"
Divi's Laboratories Ltd,DIVISLAB,"Labs & Life Sciences Services","152232.957201","5734.5","95.14559825062501","12.149745614701192","25.506341818104588","11.816708413142774","19.680799768061046","10.707712899447884","17.110261307276964","19.550342130987293","15.279932308560145","13.636363636363637","-11.168","32.534342383901254","79.42631864418378","11.217519504900155","205.12458618498735","18.60128998057185","58.2538142243615","71.78939174498986","590.0502217093024","148255.957201","120.72399460824744","18.60128998057185","49.044711930042666","7.570422535211268","0.0001473730749392086","0.0002210596124088129","1.2215394566623545","0.5476995148067593","-269","9675","3","13571","258","13571","2545","0.4977535875","60.27078609453518","2167","8184","22.2","825"
Pidilite Industries Ltd,PIDILITIND,"Diversified Chemicals","152167.3615458","2991.6","87.98954628005411","21.532559750929625","13.398148009849868","19.785254259134977","21.070925957465374","15.317477750694405","14.792438908827359","13.810027278593013","26.1967249513097","5.120006643966447","15.341","22.897817842232467","433.3268028864883","17.658951486165154","487.1896396058918","12.151380343585698","54.25672327720843","71.56937799043062","70.27476841566143","150356.2315458","55.861118102884326","12.151380343585698","29.1167129459607","2.0862352461770532","0.02249388128828909","0.04438546549209064","3.6973124833693274","1.10915622697126","-1769.29","5836.41","382.46999999999997","8617.01","2165.32","8617.01","2771.2","0.47042226925256453","34.011995276970566","2430.54","12522.64","10.86","853.71"
Jio Financial Services Ltd,JIOFIN,"Consumer Finance","151981.472617995","238.57","94.71906305069646","1.2670767724307848",,"1.1531275481024976",,"1.2352558676385865",,"70.27636650315347","1.351639168891422","6.736159775753337",,"-34.6467717416098","-55.51917751033746","1.092231609342155","3113.043657127383","66.56511589786047","71.31636970481337","72.2939393939394",,"141021.702617995",,"66.56511589786047","17.62347512832906","71.1525488206952","0","0",,"0.017577116306705436","1441.22","11222.18","0","139147.66","-678.36","139147.66","1977.4099999999999","0","5.049482769164258","1955.8899999999999","2283.2","0.46","382.98"
HDFC Life Insurance Company Ltd,HDFCLIFE,"Insurance","151683.03543591002","704.7","96.36236519888269","11.381916297082906","2.3319031262673096","10.079756153006356","14.070933722136214","0.5716104408518637","0.7299627577449511","1.543125489612887","0.33258719102519557","0.4740771210806795",,"18.83996385212981","321.1851343190569","10.342248441903424","-28.224102737445282","1.4869922197778165","143.05748403082163","81.00000000000001","14.329457123576816","151074.42543591003","14.147755220742726","1.4869922197778165","17.62347512832906","0.9143811332234815","0.06477412580498897","0.06477412580498897",,"0.3704238214581366","-13613.68","8085.15","950","14666.35","10585.4","14666.349999999975","1056.0400000000081","0.27319531920029844","7.320769645155089","977.2900000000081","102006.61","1.96","418.7300000000032"
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","151585.319832","5529","37.8867635502036","24.22226063172053","18.015567909097992","21.943658722434954","18.23978177365095","18.911595719211945","14.326734552279357","22.154759551412912","26.914870941428674","2.8584198396732576","14.973","13.123065026080976","38.22043656543595","8.400158922015589","135.70318649276746","8.393721366359957","25.925567016836176","33.428053204353084","52.17724075175548","151677.529832","40.70814317763736","8.393721366359957","41.78192531806184","1.153656753955219","0.015041952217529768","0.023243429259212665","6.895598345287343","0.8536132236201979","-2833.93","4151.33","419.44","18045.530000000002","2905.2","18045.530000000006","5850.499999999998","0.34880751610218436","146.21244567751623","5252.899999999998","18059.37","42.7","1653.48"
Adani Green Energy Ltd,ADANIGREEN,"Renewable Energy","148368.40205186998","936.65","134.8803655017","8.871683200258085","7.013736935572458","7.418657206036012","11.485283922950929","1.4194006258266396","0.9667896451924525","10.233510093962229","10.822068786670556","9.503209600893106","41.92","106.14022656881818","170.03112684259864","8.50346183240887","393.83338448482874","13.802995818389617","24.598531707677154","65.43136570031436",,"211055.40205186998","19.23614703122909","13.802995818389617","22.73527808755144","0.5042443534940124","2.4170105456212747","3.7172168729940394","0.023323615160349854","0.1387012484273686","-21060","13306","64858","17448","-8060","17448","8580","0","6.944302059948041","6677","10749","2.92","1850"
Power Finance Corporation Ltd,PFC,"Specialized Finance","140435.8303968","425.55","7.1066592445382755","16.048381405403234","17.63765341952481","1.9835551251413308","14.783176705573899","2.0425085154478695","1.677928117180003","21.57658117521045","3.4177867998560854","-77.17995570290923",,"-15.381406668839292","-57.411039246818305","1.045776731184955","-25.985287309394753","1.5333741007433987","30.68084023542336","8.39846062759029",,"1032150.1003967999",,"1.5333741007433987","17.62347512832906","0.925224967149238","6.318157900890129","6.418723891107909",,"0.09466321373445984","-3408.99","51935.32","861961.0599999999","134288.53999999998","-98143.82","134288.53999999992","33641.520000000004","0.2254491829427017","59.88045653477062","33588.12","91586.15","17.66","9830.869999999999"
Hindalco Industries Ltd,HINDALCO,"Metals - Aluminium","138121.49646144","617.6","13.601329045932053","10.105784827888185","4.3804126623981485","8.622694799800632","10.566239644638445","4.4714802779318905","3.998274645780259","4.668471839759474","10.427607777233154","8.58621846885157","15.459999999999999","50.95733869030035","-60.704652395603475","1.301105875838993","-69.31621999224795","0.6349742163423637","6.962289648357292","9.055718475073315","16.585194099596542","176779.49646144","5.7416651339142","0.6349742163423637","29.1167129459607","1.387390271436033","0.459941407537892","0.5308740827265277","3.5096573952488956","0.9578038449006191","-14267","82343","56356","106157","8328","106157","25391","0.0774707749876908","45.17832693110543","17870","217523","16.82","8052"
Ambuja Cements Ltd,AMBUJACEM,"Cement","137454.60568978998","558.05","38.429599079003765","7.983687946032733","8.393299366861815","7.475364686833293",,"6.11509447623415",,"10.349355376989525","11.625764440594079","0.5818490525747348","25.302000000000003","-30.410336544219874","-18.354575004647234","2.7033567247268704","92.19050294366865","3.977215778638393","17.398754379887894","46.89495798319327","118.15311312903144","135716.89568979","24.346260718512102","3.977215778638393","29.1167129459607","2.0490069981729553","0.010186858724105583","0.013747617802025335","3.7806880636620193","0.5908671848132961","-8941.03","24852.16","699.01","50845.9","1163.3599999999997","50845.9","7800.380000000003","0.1169574175727397","17.100240767167534","6177.000000000003","34560.51","8.59","3067.04"
Hyundai Motor India Ltd,HYUNDAI,"Four Wheelers","134386.172529","1653.9","22.175789686041675","39.45276896715156",,"54.075781161676346",,"19.894232975688162",,"8.499077098883026","62.8963342707674","-3.2977232875840157",,"-11.371927066488034","101.59775078692402","12.599892789475756","-13.393232576698193","1.8847374627028317","11.899254237177866","24.76268902530319","22.37625151379928","126202.06252899999","14.525157104981","1.8847374627028317","36.517693012135595","1.2405796945339724","0.06362100423227442","0.07812362291691279","15.456245436358348","2.340752148054137","-10089.81","16124.050000000003","833.24","10665.66","6005.749999999999","10665.66","10605.880000000001","1.7792655489072675","74.58133502416064","8397.95","71302.33","14.29","2120"
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","131615.704926","11826","18.110898807933168","12.690056125726237","91.95175374315642","11.52910511219413","10.044611152746834","12.28096383937768","9.78058848819253","94.76382100887236","11.515915073294455",,,,"-14.881299359309711","2.0900992873389557","728.4236750110975","17.162579729447785","18.64748011670965",,"67.81483242872821","140347.834926","67.80400229043028","17.162579729447785","17.62347512832906","2.0487558163058894","0.0009936315159526532","0.0009936315159526532",,"0.12959549022646377","-471.7","202.54000000000002","62.57","62971.03","1940.81","62971.03","7526.37","0.20061962995427404","652.9769795201895","7492.51","7668.76","157.1","1789.46"
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,"Consumer Finance","131212.00940715","1560.3","38.365411544578166","20.153957030395997","17.37264257791065","2.2198362646341114","18.486608031126114","2.5304414347928343","2.383243947009772","17.61113745869566","3.736522245131166","-30.622089643236535",,"21.58546326672628","172.72528005092792","6.6967999885241065","226.13484486407623","6.756585363709953","54.39788302944598","31.206",,"261293.15940714997",,"6.756585363709953","17.62347512832906","0.17813996459416834","5.290498151403239","6.8633304139591",,"0.14368415672909338","-2854.59","5956.139999999999","134474.88","19593.24","-36759.09","19593.23999999999","4803.370000000001","0.04863418530669051","41.12333716269457","4605.31","19419.87","12.95","1524.8000000000002"
Britannia Industries Ltd,BRITANNIA,"FMCG - Foods","129859.32442248","5391.3","60.68731542636027","56.83033840956535","12.524879185952027","38.199596085544975","52.07700288192139","23.2305867601039","22.775217926130406","12.599383517483197","61.708731945884274","5.358746308906603","10.635","0.7459189928077572","247.7078355940158","32.74298274403054","41.20864452723948","7.646227617031875","38.42765374725941","60.237988826815645","64.55973493009058","129805.92442248","50.47039791311242","7.646227617031875","49.68463098538352","1.1871139283274696","0.23319347860071302","0.5206630324607541","8.267595431420775","1.8437875732466273","476.79","4848.66","2064.96","3966.02","2011.46","3966.02","3377.9300000000003","0.8273547537398179","88.83734536819243","3077.4700000000003","16983.45","24.15","905.3199999999997"
LTIMindtree Ltd,LTIM,"IT Services & Consulting","127898.9954256","4317.6","27.912746431897993","25.02129657944175","13.856665246144493","21.739602660994738","30.01949594392744","17.959969191995437","20.53972085562578","12.651129658824557","28.76185146621045","5.221859305500707","8.202","1.0985822082122232","-16.641252929326445","6.386519565453602","-7.727089335155167","3.5312777424383404","16.984666388162427","27.57968700095816","26.500423808217477","120409.39542560001","22.559131391762943","3.5312777424383404","27.458074989494207","3.28151553141106","0.08624615507530062","0.10339352055287022","29.111111111111114","1.4196336355993158","-3918.4","18846.4","2070.6","20026.399999999998","4826.3","20026.399999999998","7089.300000000007","0.41976415480892965","154.8488579964314","6270.400000000007","36218.9","36.65","1805.7999999999993"
Bharat Petroleum Corporation Ltd,BPCL,"Oil & Gas - Refining & Marketing","127725.60156672","294.4","4.755439980532292","41.590842558312744","3.5161457633338893","23.809214110952155","22.113415439279485","13.754157727059537","6.816670165243136","5.950339898492921","33.19499660877825","-3.2065379542516874","-42.205","-53.9131941005263","13.79317244902287","1.6887078179263575","-61.63279567107893","0.282964842510497","3.6453171208052533","10.035393168228845","4.846026336562484","171747.62156672002","3.5542619376923907","0.282964842510497","11.390851106271253","0.8122077737107425","0.4690584835534715","0.7218744046250479","9.435618325222617","2.311491101633225","-10520.58","65694.11","54599.05000000001","75635.11","26356.770000000004","75635.10999999999","47114.59000000001","0.3335241076904288","62.96396427058829","40343.33000000001","451383.29","8.91","8004.050000000003"
Tech Mahindra Ltd,TECHM,"IT Services & Consulting","127435.61149103999","1301.7","54.048524680227175","8.490228027691028","9.515666883505052","9.264406151565707","16.88064110740924","5.299838271539739","10.433770151047707","4.45516024254152","11.845083108163452","0.4658671690326838","41.001","75.06243791161204","-38.72841779429927","4.694314301908144","-37.07988375384424","2.4079483832337227","22.62451211716507","27.790350128095643","22.816251855950444","122934.81149103999","19.98551086679631","2.4079483832337227","27.458074989494207","1.856704658941395","0.02848954572914672","0.09344379448038075","6.373158756137479","1.189595431592458","-1318.4","23425.3","2536.7","27146.8","5585.299999999999","27146.8","5433.700000000006","1.4949823903638944","26.75616800426899","3616.6000000000063","52922.9","11.1","1832.1000000000004"
Shriram Finance Ltd,SHRIRAMFIN,"Consumer Finance","126361.796736","672","17.15385260277095","15.760969392967619","16.707642172724753","3.004566942731857","14.322952895705418","3.2108804788297824","2.590301224312104","20.23008821851764","4.15723253246061","-35.662245808432665","-30.381000000000004","14.848380630848292","3.590805482164165","2.5436839035773118","67.50562077609877","3.4702395144150477","29.52421191740053","14.89769143422647",,"311414.59673600004",,"3.4702395144150477","17.62347512832906","1.533663080009079","3.822916945553337","3.9353684796631985",,"0.15871806608785316","-258.21","13311.259999999998","195496.08","49676.689999999995","-31366.9","49676.69","10547.770000000008","0.2291485361195049","39.27583458489277","9960.170000000007","36412.990000000005","17.27","4487.92"
Godrej Consumer Products Ltd,GODREJCP,"FMCG - Personal Products","124428.45866132","1216.3","-221.97566436771075","-4.247749386196227","10.689318453289022","-1.5863956052707855","13.15213916398796","-3.1289998643569703","8.187657699574771","-3.9021765311108956","3.9666482837489356","-0.22318041135923766","12.9","450.03733702280675","4.880489696772861","9.876395389422767","59.96550417244744","8.661882279734298","167.46023914381084","63.39934760648306","60.11181847934491","125387.52866131999","60.11181847934491","8.661882279734298","49.68463098538352","0.9934082721265611","0.002843973562078901","0.2557591853678632","4.618317919425086","0.8018601514847888","-3435.01","5553.49","3222.2000000000003","12598.570000000002","2069.95","12598.570000000002","748.7600000000011",,"-5.4807696125142265","507.8000000000011","14365.060000000001","4.87","833.3000000000002"
TVS Motor Company Ltd,TVSMOTOR,"Two Wheelers","122790.4958861","2586.5","72.8134963774853","25.13039305683054","3.5788204987359533","10.78291758672738","19.740773512040597","4.377422336620531","3.6264750157696577","4.296422777152739","22.107736208565072","-8.425836976593445","-20.813000000000002","52.94674015227957","161.56489941815946","16.347849503748446","43.7539748136116","3.128375643203562","26.211410386120694","47.62474682378936",,"146934.8758861",,"3.128375643203562","36.517693012135595","1.0209600340825904","1.74847659001133","3.462297849452345","11.923317289821602","1.0188527907212779","-1001.36","21520.01","26005.700000000004","7511.110000000001","-2397.84","7511.110000000001","5605.760000000002","0.22537740306101245","35.49601642110634","4630.640000000002","39250.56","11.91","1708.8600000000006"
Bank of Baroda Ltd,BANKBARODA,"Public Banks","121501.154395605","234.95","6.474060545244201","16.551217493472166","7.678405044433634",,"8.770839341337513","1.1775631964106519","0.6102934930239938","13.237093213783638","8.418065087704582","-56.56477619241986",,"2.2231649399118036","-59.01520829594949","1.0063861793893663","-58.63440098164218","0.8569774290907641","0.8083056759974186","6.35",,"22229.214395605",,"0.8569774290907641","17.62347512832906",,"0.8445206106345432","0",,"0.08895934911030683","-1285.3","100289.85",,"120730.15000000001","-7152.75","120730.1499999999","27500.999999999985","0.20997190636306207","36.19531837206284","25799.349999999984","141778.71","10.08","6934.8299999999945"
Macrotech Developers Ltd,LODHA,"Real Estate","121110.36995","1214","78.18111803627919","10.232207907156461","7.794022697707109","8.048637422914119","8.848591362227417","3.5892362301782197","1.929307337219908","14.796313099957008","12.692399127976081","30.63517837528058","38.788","59.893677662191074","89.14146545126236","6.90197695073858","8.941255557205091","11.567923009694827","45.78257037815128","47.984189723320156","51.699124882609055","124217.26994999999","48.20696968912948","11.567923009694827","53.72745796515077","1.6245652158060915","0.11226862405398014","0.43792741861949486","0.0005584178369263934","0.24257639088406752","-2947","44557.6","7684.400000000001","17547.2","2342.6000000000004","17547.199999999997","2713.199999999999","0.1421979346798142","15.823014624412828","2509.299999999999","10469.5","9.48","1369.7999999999997"
